provinsi,tahun,crime_total,is_outlier,population,population_density,pop_extrapolated,crime_rate_per100k,unemployment_rate,pulau,region,pulau_enc,region_enc,crime_rate_per100k_scaled,population_scaled,population_density_scaled,unemployment_rate_scaled
Lampung,2017,11089.0,False,8698883.0,251.1,True,127.5,4.24,Sumatera,Sumatera Bagian Selatan,5,15,-0.3638050549139014,0.0648398595152771,-0.1877812436063385,0.0385332008114859
Lampung,2018,8963.0,False,8800660.0,254.0,True,101.8,4.24,Sumatera,Sumatera Bagian Selatan,5,15,-0.6621540954886641,0.0740612903243592,-0.186690432830629,0.0385332008114859
Lampung,2019,8534.0,False,8903628.0,257.0,True,95.8,4.24,Sumatera,Sumatera Bagian Selatan,5,15,-0.7318075679963908,0.0833906308192604,-0.18556200789024,0.0385332008114859
Lampung,2020,7594.0,False,9007800.0,260.0,False,84.3,4.24,Sumatera,Sumatera Bagian Selatan,5,15,-0.8653100569695336,0.0928290588554934,-0.184433582949851,0.0385332008114859
Lampung,2021,9764.0,False,9081800.0,262.0,False,107.5,4.24,Sumatera,Sumatera Bagian Selatan,5,15,-0.5959832966063238,0.0995337748509745,-0.1836812996562583,0.0385332008114859
Maluku,2015,1873.0,False,1744435.0,36.8,True,107.4,5.065,Maluku Papua,Maluku,3,8,-0.5971441878147857,-0.5652628262325731,-0.2683883985147956,1.0527979118264836
Maluku,2016,2559.0,False,1764844.0,37.2,True,145.0,5.065,Maluku Papua,Maluku,3,8,-0.160649093433032,-0.5634136836818734,-0.268237941856077,1.0527979118264836
Maluku,2017,3086.0,False,1785493.0,37.7,True,172.8,5.065,Maluku Papua,Maluku,3,8,0.162078662519435,-0.5615427961063236,-0.2680498710326788,1.0527979118264836
Maluku,2018,2751.0,False,1806383.0,38.1,True,152.3,5.065,Maluku Papua,Maluku,3,8,-0.0759040352152977,-0.5596500729016534,-0.2678994143739603,1.0527979118264836
Maluku,2019,3495.0,False,1827518.0,38.5,True,191.2,5.065,Maluku Papua,Maluku,3,8,0.3756826448764632,-0.5577351516507818,-0.2677489577152418,1.0527979118264836
